Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,Age,AccountId
"705","4253","2008-08-08 06:02:49","Tim Heuer","2015-05-07 17:07:26","http://timheuer.com/blog/","Redmond, WA","<p>I work for Microsoft on UI platforms (XAML and WinJS).
These answers and opinions are my own.</p>

<p>I also have a few OSS projects I work on and you can see them on GitHub at <a href=""http://timheuer.github.io/"" rel=""nofollow"">http://timheuer.github.io/</a> like my WinRT XAML Toolkit, <a href=""http://winrtxamltoolkit.com"" rel=""nofollow"">Callisto</a>.</p>
","748","18","0","","","42","543"
"706","1750","2008-08-08 06:06:11","JaanusSiim","2016-10-15 19:39:29","http://www.jaanussiim.com","Tartu, Tartu County Estonia","<p>Freelance  developer</p>
","402","346","39","https://i.stack.imgur.com/PuKsi.jpg?s=128&g=1","","33","544"
"708","10526","2008-08-08 06:10:02","Brad Leach","2016-10-12 22:38:25","","Newcastle, Australia","<p><a href=""http://twitter.com/bradleach"" rel=""nofollow"">http://twitter.com/bradleach</a></p>

<p>Brad is a software developer/leader/mentor. He is passionate about all things developing, and is a vivacious reader. He believes user experience to be vital.</p>

<p>He currently loves WPF, ASP.NET MVC, and jQuery. But tomorrow, who knows?</p>


","1110","1291","8","","","38","545"
"709","515","2008-08-08 06:23:45","Phantom Yoda","2016-09-14 06:12:27","","","<p>I create software that computers can understand and humans can use.</p>
","113","20","6","","","","546"
"710","153","2008-08-08 06:30:40","acripps","2014-06-13 00:40:27","","Sydney, Australia","","43","5","0","","","47","547"
"711","41","2008-08-08 06:34:28","DustinHanson","2015-02-15 20:51:44","http://www.silentsno.com","Billings, MT","","25","0","0","","","32","548"
"712","12095","2008-08-08 06:39:51","Alexander Kojevnikov","2016-10-14 20:23:15","http://kojevnikov.com","San Francisco, CA","<p>Hobby projects:</p>

<ul>
<li><a href=""http://spek.cc"" rel=""nofollow"">spek</a></li>
<li><a href=""https://muspy.com"" rel=""nofollow"">muspy</a></li>
<li><a href=""http://hilite.me"" rel=""nofollow"">hilite.me</a></li></ul>
","916","566","41","","","39","549"
"713","1208","2008-08-08 06:44:13","Tyronomo","2016-10-11 22:19:25","http://ththompson.com","Australia","<p>Web Tech in Brisbane Australia.</p>
","152","111","0","","","35","550"
"714","43314","2008-08-08 06:47:52","Chris Hanson","2016-10-11 18:57:19","http://eschatologist.net/","Cupertino, CA","<p>I work on tools for OS X and iOS developers.</p>

<p>My opinions are mine, and aren't necessarily those of my employer.  I only speak for myself, not them.</p>
","8611","254","85","","","40","551"
"716","4246","2008-08-08 06:57:38","roo","2016-09-28 00:34:06","http://twitter.com/rupertq","Australia","<p>Head of IT at rent.com.au</p>
","335","463","4","","","32","552"
"718","14757","2008-08-08 07:07:38","jfs","2016-10-14 08:12:27","http://www.stackoverflow.com","Philippines","<p>factor rocks!</p>
","684","179","110","","","33","553"
"719","701","2008-08-08 07:17:41","Marie Fischer","2016-03-30 17:52:06","","Tallinn, Estonia","","231","79","0","","","36","554"
"720","22695","2008-08-08 08:47:12","Peter Hoffmann","2016-10-15 09:16:32","http://peter-hoffmann.com","Stuttgart","<p><strong>python hacker</strong></p>

<p>Follow me on <a href=""http://twitter.com/peterhoffmann"" rel=""nofollow"">twitter/peterhoffmann</a></p>
","1951","648","16","","","37","555"
"721","553","2008-08-08 11:28:03","Brian Childress","2016-10-11 15:38:42","http://www.twitter.com/brianpchildress","Ashburn, VA","<p>Application Developer</p>
","137","55","0","","","37","556"
"722","12753","2008-08-08 11:37:05","Tim Sullivan","2016-10-11 14:16:29","http://withoutsoftware.com","Toronto, Canada","<p>Greetings, programs!</p>

<p>I've been using computers since I was 4, which is now more than 30 years. When I think about this it makes me feel old. I love rollercoasters, big band jazz and movies.</p>

<p>I primarily write web software using Ruby on Rails, but recently started writing iPad applications in Objective C. I spent an awful lot of time using Delphi, and now pretty much only maintain things in it.</p>

<p>RIP Steve Jobs, 1955-2011</p>
","1140","972","115","","","43","557"
"723","2240","2008-08-08 11:49:47","Neal","2016-10-15 02:09:59","http://nealc.com","United States","<p>programming, music, cycling, technology</p>
","245","95","3","","","30","558"
"725","481","2008-08-08 11:58:14","Brian","2016-10-11 09:19:50","http://www.briankiefer.com/","Philadelphia, PA","<p>management consultant and part-time entrepreneur</p>
","112","50","2","","","35","559"
"726","12341","2008-08-08 12:04:53","yukondude","2016-10-14 21:44:00","http://whathesaid.ca","Yukon Territory, Canada","<p>Techie, Teachie, North of 60&deg;</p>
","644","299","30","https://i.stack.imgur.com/EbuVG.png","","49","560"
"727","3239","2008-08-08 12:16:17","Fabio Gomes","2016-10-13 10:25:41","http://yacoding.blogspot.com","Brazil","Just a developer wannabe.","732","583","44","","","32","561"
"728","1391","2008-08-08 12:23:43","TJR","2016-10-10 18:47:23","http://N/A","Austin, TX.","<p>Software Developer in Austin, TX specializing in scalable software.</p>
","288","188","12","","","36","562"
"729","6634","2008-08-08 12:30:11","Sean Carpenter","2016-10-14 15:15:56","http://seancarpenter.net","United States","<p>Web developer using Ruby on Rails, CoffeeScript, and .Net.</p>
","474","1247","39","","","42","563"
"730","22061","2008-08-08 12:40:04","Keng","2016-10-12 19:26:08","http://themacrohook.blogspot.com","Parts Unknown","<p>
Personal <em>Achievables</em>:<br/>
<img src=""http://lh5.ggpht.com/_PYC7cIbOc4Y/SZCc3f7vjGI/AAAAAAAAAdA/JFY6kxnF4tU/s800/Macro%2520Monger%5B1%5D.png"" alt=""Gold:Macro Monger""><hr/></p>

<p><img src=""http://lh3.ggpht.com/_PYC7cIbOc4Y/SZCc3UBlX7I/AAAAAAAAAdI/GiQdpCXsmCM/s800/Paper%2520Jockey%5B1%5D.gif"" alt=""Silver:Paper Jockey""><hr/></p>

<p><img src=""http://lh4.ggpht.com/_PYC7cIbOc4Y/SZCc3TxShhI/AAAAAAAAAc4/e4eDNtfC2ts/s800/Clbutic%2520Error%5B1%5D.gif"" alt=""Bronze:Clbutic Error"">
<img src=""http://lh4.ggpht.com/_PYC7cIbOc4Y/SZCcq9EYMfI/AAAAAAAAAcI/65G-aBySf6A/s800/Tape%2520Monkey%5B1%5D.gif"" alt=""Bronze:Tape Monkey""></p>

<p><em>Medical Note: I now have irreversible damage to my kidneys and liver after having used this site. </em></p>
","1368","1188","0","","","96","564"
"731","895","2008-08-08 12:44:39","Jon Sagara","2016-10-13 21:14:26","http://sagara.net","Roseville, CA","<p>I am a web application developer (currently using ASP.NET MVC, SQL Server, and PostgreSQL).</p>
","194","1944","7","","","38","565"
"732","265","2008-08-08 12:46:21","berberich","2016-10-14 16:52:36","http://www.berbs.us","United States","Geek. CTO. MBA. Dad. Did I say Geek?","36","30","2","","","38","566"
"733","1057","2008-08-08 12:53:16","Jay Mooney","2014-05-15 21:44:29","","Kalispell, MT","I'm a software engineer in Kalispell, Montana.  I enjoy the creative freedom of developing software and learning new ways to do things effectively.","178","147","1","","","44","567"
"734","1233","2008-08-08 13:01:30","Chris Zwiryk","2016-10-14 19:28:04","","San Francisco, CA","","171","83","13","","","32","568"
"735","1198","2008-08-08 13:05:13","bwinton","2016-10-12 13:50:01","http://bwinton.latte.ca/","Toronto, Canada","<p>I've been programming professionally since 1992.<br/>
At work I use Javascript, Python, and sometimes C++.<br/>
At home I use ObjectiveC, Python, and Nu, when I can.</p>
","138","47","4","","","43","569"
"736","27542","2008-08-08 13:06:17","swilliams","2016-10-13 22:17:03","http://swilliams.me","United States","<p>I enjoy Programming, Photography, Writing, Cooking, Sports, and capitalizing the wrong letters in sentences.</p>
","1677","1777","137","https://i.stack.imgur.com/uWXNd.jpg","","36","570"
"737","7054","2008-08-08 13:06:33","Jason Day","2016-10-14 21:23:05","http://www.jlogday.com","Atlanta, GA","I write code for a living and also as a hobby, when I get the chance.  At work I write Java almost exclusively, with a little perl and a smidgin of python thrown in.  Away from work I maintain a couple of small open source projects, written in C for UNIX-like platforms.","328","1052","4","","","46","571"
"738","530","2008-08-08 13:15:44","DyreSchlock","2014-05-20 14:25:10","http://theschlock.com/blog","Madison, WI","I like writing code, listening to electronic music, playing video games, watching movies and chatting about such things.","162","506","9","","","37","572"
"739","14431","2008-08-08 13:21:02","Steve K","2016-10-13 14:53:50","","United States","","840","397","6","","","44","573"
"740","91931","2008-08-08 13:23:40","SQLMenace","2016-02-22 18:43:41","http://sqlservercode.blogspot.com/","Princeton, NJ","<p>SQL Server MVP(2008 - 2014), Database architect
<br><br>
<a href=""http://sqlservercode.blogspot.com/"" rel=""nofollow"">SQL Server Blog</a><br>
<a href=""http://denisgobo.blogspot.com/"" rel=""nofollow"">Personal Blog</a><br>
<a href=""http://www.linkedin.com/in/denisgobo"" rel=""nofollow"">Linkedin</a><br></p>
","6314","548","53","","","46","574"
"741","1313","2008-08-08 13:24:51","Chris Tybur","2016-10-15 03:23:24","http://cmtybur.com","Seattle, WA","<p>Coding for fun and profit...mostly fun.</p>
","254","347","3","","","","575"
"742","22938","2008-08-08 13:33:41","Lorin Hochstein","2016-10-16 03:05:51","http://lorinhochstein.org","San Jose, CA","<p>Software engineer, often doing operations stuff. Once upon a time I was an academic. I work on the Traffic &amp; Chaos team at <a href=""https://www.netflix.com"" rel=""nofollow"">Netflix</a>.</p>
","1148","657","11","","","","576"
"743","5541","2008-08-08 13:42:46","Ralph Willgoss","2016-10-15 16:39:03","http://www.digitalsuperglue.com","London, United Kingdom","<p>.Net Developer with core skills in:<br/>
- Trading Systems (Banking, Finance, Energy)<br/>
- Large scale websites (Azure, Rackspace, EC2)<br/>
- Continuous Integration, TDD and BDD<br/>
- Cloudera Certified, Hadoop Developer</p>

<p><strong>Contact</strong></p>

<ul>
<li><a href=""http://au.linkedin.com/in/ralphwillgoss"" rel=""nofollow"">LinkedIn
Profile</a></li>
<li><a href=""https://github.com/ralphwillgoss"" rel=""nofollow"">GitHub Profile</a></li>
<li><a href=""http://geekswithblogs.net/rwillgoss"" rel=""nofollow"">Blog</a></li>
<li><a href=""http://www.codeproject.com/Articles/Ralph-Willgoss"" rel=""nofollow"">Code
Project Articles</a></li>
<li><a href=""http://www.codeplex.com/site/users/view/RalphWillgoss"" rel=""nofollow"">CodePlex</a></li>
</ul>
","736","3603","7","https://i.stack.imgur.com/40KVo.jpg?s=128&g=1","","","577"
"744","917","2008-08-08 13:43:38","dsims","2016-10-12 16:35:56","http://www.danielsims.com","Atlanta, GA","","82","193","2","","","","578"
"745","92924","2008-08-08 13:47:26","dbr","2016-10-10 08:27:30","http://neverfear.org","Adelaide, Australia","<p>My contact info can be found on <a href=""http://neverfear.org/profile/ben"" rel=""nofollow"">http://neverfear.org/profile/ben</a> or alternatively I could be contacted via <a href=""http://twitter.com/_dbr"" rel=""nofollow"">http://twitter.com/_dbr</a></p>
","3733","3391","116","","","","579"
"747","2769","2008-08-08 14:15:00","Nimesh Madhavan","2016-10-15 08:56:13","http://nimeshm.com","Bangalore, India","<p>I am a software engineer with more than 12 years of development experience; mostly working on Web and Microsoft .Net technologies.</p>
","233","307","15","","","34","580"
"748","8819","2008-08-08 14:19:10","denis phillips","2016-10-15 22:28:16","http://www.macroblog.com","Virginia","<p><code>
10 GOSUB SOMETHING-NEW<br>
20 newSkills.Apply(s => s.IsInteresting)<br>
30 GOTO 10
</code></p>
","482","398","6","","","49","581"
"750","2055","2008-08-08 14:24:17","eviljack","2015-04-07 15:30:50","","","","323","144","11","","","","582"
"751","10461","2008-08-08 14:26:58","Adam Tuttle","2016-10-14 17:02:40","http://adamtuttle.codes","Philadelphia, PA","Geek, Gamer, Husband, Father","1461","1213","30","","","34","583"
"752","4501","2008-08-08 14:49:24","Dan Walker","2016-10-14 16:39:53","http://www.rowdypixel.com","Michigan","<p>I am a hobbyist programmer who enjoys using C# and other .NET technologies.</p>
","279","508","5","https://i.stack.imgur.com/OdEo6.png","","25","584"
"754","75","2008-08-08 15:16:29","Joe Mako","2015-07-18 04:05:00","http://joemako.com","United States","<p>I specialize in integrating complex databases from health insurance companies, hospital networks, and the government to enable better evidence-based decision making. These databases frequently require extensive ETL to prepare data for Tableau.  Once prepared, I connect the disparate data sources to Tableau and create visualizations to answer the research questions at hand. I am active on the Tableau user forum, solving a variety of situations for many Tableau users ranging in skill from beginning to advance.</p>
","104","20","0","","","36","585"
"755","6755","2008-08-08 15:28:16","pauldoo","2016-09-15 19:39:32","http://pauldoo.com/","Edinburgh, United Kingdom","","440","234","26","","","32","586"
"756","2310","2008-08-08 15:31:50","Simon Gillbee","2016-10-14 15:42:21","http://simon.gillbee.com","Pearland, TX","<p>Personally, I am a husband, step-father, grandfather, Christ-worshiper, singer, worship leader, computer programmer, reader, game player, kite flyer, generally all around fun guy (or that fungi?).</p>

<p>Professionally, I've been developing both commercial and proprietary systems for the last 20 years. These days I'm primarily writing enterprise-scale client and server software using .NET and loving it!</p>

<h1>SOreadytohelp</h1>
","476","349","25","","","45","587"
"757","7534","2008-08-08 15:38:57","salt.racer","2015-09-29 21:26:12","http://saltracer.blogspot.com","California","I'm a programmer currently working on a ruby on rails intranet site.","319","571","29","","","37","588"
"758","18624","2008-08-08 15:40:58","Mark Renouf","2016-10-10 20:45:57","http://profiles.google.com/mark.renouf","Boston, MA","<p>Software Engineer / Android @ Google</p>
","1568","317","110","","","38","589"
"763","2304","2008-08-08 16:17:13","Matt Miller","2016-05-17 00:54:35","http://mattmillr.com","United States","<p>I'm a software developer at charity: water. I love Python, Django, and jQuery.</p>
","362","255","5","","","36","590"
"765","1660","2008-08-08 16:55:41","Nicholas Trandem","2016-10-13 19:01:45","http://trandem.com","Denver, CO","<p>Just your average code monkey (Pan Computratum).</p>
","368","412","7","","","38","591"
"767","10044","2008-08-08 17:04:18","Brian Sullivan","2016-10-06 04:57:29","http://www.sullivansoftdev.com","Frisco, TX","<p>Web developer and Microsoft MVP. Founder of the Red River .NET User Group.</p>
","703","454","18","","","34","592"
"769","4371","2008-08-08 17:19:27","steve_c","2016-09-15 16:17:29","http://www.linkedin.com","Vancouver, Canada","<p>Engineering Manager @ LinkedIn</p>
","366","188","16","","","45","593"
"770","21697","2008-08-08 17:20:44","Martin","2016-10-13 10:02:52","http://www.keeresources.com","England, United Kingdom","<p><p>Developer with background in:<p></p>

<p>Assembler, Pascal, Visual Basic, 
Vb.Net, C#, SQL, .Net,
and the almighty COBOL!</p>
","976","908","27","","","44","594"
"773","755","2008-08-08 18:06:46","Tryke","2016-09-19 19:18:38","http://n/a","United States","","65","49","7","https://graph.facebook.com/15200493/picture?type=large","","30","595"
"774","3772","2008-08-08 18:45:13","cbowns","2016-07-07 03:36:27","http://cbowns.com/","San Francisco, CA","<p>I'm a freelance iOS developer working in San Francisco. I'm a stickler for Doing It Right. My opinions are informed by three years at Apple and three years of independent contract work.</p>

<p>I'm occasionally available for contract work. Find my contact info on my website.</p>
","540","275","40","","","30","596"
"775","9377","2008-08-08 19:14:24","Mun","2016-10-15 22:22:13","http://www.munsplace.com/blog/","Orlando, FL","<p><strong>&middot;</strong>&nbsp;<a href=""http://www.munsplace.com/blog/"" rel=""nofollow"">Blog</a>
<br/>
<strong>&middot;</strong>&nbsp;<a href=""http://stackoverflow.com/search?tab=newest&amp;pagesize=50&amp;q=user%3a775"">StackOverflow</a>
<br/>
<strong>&middot;</strong>&nbsp;<a href=""http://www.twitter.com/munr"" rel=""nofollow"">Twitter</a>
<br/>
<strong>&middot;</strong>&nbsp;<a href=""http://www.linkedin.com/in/munrashid"" rel=""nofollow"">LinkedIn</a>
<br/>
<strong>&middot;</strong>&nbsp;<a href=""http://github.com/munr"" rel=""nofollow"">GitHub</a>
<br/>
<strong>&middot;</strong>&nbsp;<a href=""http://profiles.google.com/munrashid"" rel=""nofollow"">Google+</a></p>
","553","1293","47","","","35","597"
"777","506","2008-08-08 19:35:20","Jas","2014-04-24 21:16:00","http://google.com","United States","inquisitive","76","11","0","","","34","598"
"779","6107","2008-08-08 20:48:29","naumcho","2016-10-16 04:22:04","","","","323","272","15","","","","599"
"781","15162","2008-08-08 21:28:19","Esteban Araya","2016-10-09 05:53:03","http://blog.earaya.com","United States","<p>Code makes me happy.</p>
","1217","1633","263","","","37","600"
"782","1374","2008-08-08 21:30:06","Sam Merrell","2016-10-12 02:38:01","http://twitter.com/smerrell","Sandy, UT, United States","<p>Interested in all things programming, working with C# / asp.net web forms / and Silverlight currently but trying out asp.net MVC2. Java was my first main language but I love learning new programming languages and techniques. I also love playing with computers and using Linux and Open Source software.</p>
","176","84","3","","","31","601"
"784","22545","2008-08-08 22:02:14","olliej","2015-09-16 21:42:13","http://nerget.com","California","I spend most of my life working on JavaScript and Canvas performance.  I like to think this means I know something about JS, alas it does not mean i know anything about web design.

On the plus side, nerget.com works in Lynx.","1060","437","78","","","34","602"
"785","1160","2008-08-08 22:08:29","Mike","2016-01-19 22:37:53","","","","295","334","1","","","","603"
"788","683","2008-08-09 00:17:36","Matt Nelson","2016-10-16 01:06:44","http://stackoverflow.com/users/788","Illinois, United States","<p>I am a programmer first and foremost.</p>

<p>I started with QBasic in High School, then moved up to C++.<br/><br/>
In college, I learned (and forgot) COBOL, LISP, SNOBOL, FORTRAN, Pascal and x86 Assembler.<br/><br/>
A few months after I got out of college, I got my job as a Software Engineer, where I learned C, finally getting a good understanding of pointers and learned C#.<br/><br/>
I currently develop almost exclusively with C# 3.5 in Windows 7/8. When I have to, I use C in QNX 4.25.<br/><br/></p>
","83","182","5","","","33","604"
"791","4558","2008-08-09 00:37:47","bruceatk","2014-06-12 13:14:14","http://bruceatkinson.com","United States","<p>Started programming in 1980 at SAC headquarters in Omaha, NE.  I worked on 3D applications for B-52 and Cruise Missile mission planning.  The last 25 years I have worked at Seabrook Station nuclear power plant in NH.  I work on various utility and interface applications that provide missing functionality or integrate different fleet wide applications (for 5 nuclear power plants).    In addition I manage several IIS and Oracle Application servers, and the applications on them.</p>

<p>I am currently working on Java applications hosted on WebSphere.</p>
","624","242","1","","","63","605"
"792","2487","2008-08-09 01:51:48","Joseph Pecoraro","2012-08-16 22:34:47","http://blog.bogojoker.com","United States","Computer Science Guy interested in any web development technologies, dynamic languages, databases, and performance/efficiency.
","208","89","1","","","30","606"
"794","13424","2008-08-09 02:07:13","AlexCuse","2016-10-14 15:00:32","http://lessthandot.com","Southeastern, PA","<p>I'm primarily a C# developer, with a lot of interest in agile methodologies, test-driven development and pair programming.</p>
","598","807","20","","","35","607"
"795","1211","2008-08-09 02:08:45","Akira","2008-10-10 16:04:01","","United States","
","380","71","23","","","27","608"
"796","5555","2008-08-09 02:12:46","ejunker","2016-10-14 21:39:29","","Des Moines, IA","PHP developer","257","209","6","https://www.gravatar.com/avatar/5aaf05ebaccc935b15ce7c6b51876b4e?s=128&amp;d=identicon&amp;r=PG","","37","609"
"797","51715","2008-08-09 02:14:04","Matt Sheppard","2016-10-11 23:19:53","http://kstruct.com/","Australia","Software engineer in Canberra, Australia","3338","637","32","","","37","610"
"799","2919","2008-08-09 02:28:22","Templar","2016-10-14 22:40:18","http://about.me/gdenning","Vancouver, Canada","<p>Developer for a leading eCommerce platform software company. Tools/frameworks of interest include Adobe AEM, Spring Framework, JPA, REST, JMS, Lucene/SOLR, Maven, and Git.</p>
","360","714","3","","","39","611"
"802","10957","2008-08-09 02:50:52","Flávio Amieiro","2014-07-06 19:58:44","http://flavioamieiro.com","Brazil","<p>Just someone trying to learn something...</p>
","586","258","7","","","29","612"
"803","596","2008-08-09 02:52:45","Rob Thomas","2016-09-08 20:52:25","http://wilcobase.com","Jacksonville, FL",".","54","240","25","","","48","613"
"804","3415","2008-08-09 03:09:25","Sam Coles","2016-10-16 00:40:16","","Raleigh, NC, United States","","259","33","0","https://i.stack.imgur.com/cehP7.jpg","","33","614"
"805","2119","2008-08-09 03:27:03","AdamSane","2016-02-03 17:44:13","http://www.adamfort.com","Baltimore, MD","Senior .Net Developer in the Washington DC / Baltimore Area.","182","133","5","","","35","615"
"806","1886","2008-08-09 03:32:28","jmbucknall","2016-10-12 20:16:15","http://jmbucknall.com","Colorado","<p>Algorithms geek. CTO for DevExpress. Much else.</p>
","359","35","3","","","59","616"
"807","429","2008-08-09 03:37:54","caseyboardman","2016-10-14 17:44:08","http://www.google.com/profiles/casey.boardman","Boston, MA","<p>Utility infielder.</p>
","90","277","0","","","39","617"
"809","2128","2008-08-09 03:49:09","Terry Lorber","2016-10-14 01:56:08","http://www.rideside.net/~tgl","Swampscott, MA","","367","496","33","","","42","618"
"810","23413","2008-08-09 03:49:52","mbillard","2016-10-14 14:20:12","http://www.mbillard.com","Toronto, Canada","<p>I'm a web developer with a passion for usability and user experience. When working, good enough is the goal, I am strongly against over-engineering and thinking too far ahead. I prefer to iterate quickly and often.</p>

<p>In my free time, I like reading, watching movies, playing video and board games.</p>
","1239","2163","38","","","32","619"
"811","108237","2008-08-09 03:53:10","Shog9","2016-10-16 02:18:59","http://shog9.com","Colorado, United States","<p><a href=""http://meta.stackexchange.com/questions/99338/who-are-the-community-team-and-what-do-they-do/99341#99341"">Community Manager for Stack Overflow and Stack Exchange</a>  </p>

<p>I talk a lot. Read the bits in bold. Question everything. </p>

<p>If necessary, you may contact me via email sent to stackoverflow.com - the address would begin with shog@</p>

<p>Poke...</p>
","22336","3611","1756","","","36","620"
"812","53","2008-08-09 03:55:19","sefner","2015-01-08 04:05:50","","","","33","26","0","","","","621"
"813","93826","2008-08-09 03:58:13","Jeremy Ruten","2016-10-15 03:02:19","http://viewsourcecode.org/","Canada","","7087","1356","8","","","","622"
"814","10029","2008-08-09 04:07:15","jm.","2016-10-14 14:20:40","http://logonpro.com","United States","<p>Always busy</p>

<h1>SOreadytohelp</h1>
","469","1099","163","","","49","623"
"815","109","2008-08-09 04:11:45","wnka","2011-04-08 16:38:28","","Seattle, WA","","36","17","0","","","36","624"
"816","1333","2008-08-09 04:15:12","Will","2015-06-13 21:26:39","","Irvine, CA","<p>Will is an software development engineer at A2Z Orange County where he works on the Amazon Appstore for Android.</p>
","112","10","2","https://www.gravatar.com/avatar/d0623d4a5338c8a06be933a8badf97d5?s=128&d=identicon&r=PG&f=1","","37","625"
"818","51","2008-08-09 04:29:26","Josh","2010-02-09 01:08:44","","","","33","1","0","","","","626"
"820","736","2008-08-09 04:48:45","Joshua Turner","2016-10-16 01:40:06","","","<p>Software developer</p>
","91","46","7","https://www.gravatar.com/avatar/e8f7afb4401abaca5efa033f154486c8?s=128&d=identicon&r=PG&f=1","","26","627"
"821","2437","2008-08-09 04:52:54","Jeff Donnici","2016-10-13 14:46:01","","Colorado","<p>Extensive background with commercial product development, data visualization, and managing development teams. Currently CTO with GeoLens (www.geolens.biz).</p>
","144","120","65","","","46","628"
"822","73454","2008-08-09 04:54:20","Reto Meier","2016-10-12 16:19:09","https://medium.com/@retomeier/","Campbell, CA","<p>I'm an Android expert, and the tech lead for Google's Android Developer Relations team. I've authored the <a href=""http://blog.radioactiveyak.com/p/professional-android-4-application.html"" rel=""nofollow"">Professional Android Application Development</a> series of Android development books from Wrox.</p>

<p>I'm currently living in California, but I'm from Western Australia originally and spent 6 years living and working in London. I've been writing software for over 15 years, and worked on Android since 2008.</p>
","18306","65","24","","","38","629"
"823","3789","2008-08-09 05:00:46","ryantm","2016-10-13 18:16:48","http://www.ryantm.com","United States","<p>I am a programmer and engineer.</p>
","231","389","21","","","31","630"
"825","86040","2008-08-09 05:18:45","Pat Notz","2015-03-02 20:48:56","","","","1563","775","10","","","","631"
"826","7952","2008-08-09 05:24:54","Andrew","2016-10-13 21:15:21","http://andrewlighten.com","Maryborough, Victoria Australia","Programmer. Photographer. Father of two. Life is good.","878","965","75","","","49","632"
"828","1538","2008-08-09 06:12:41","Matt Cummings","2016-04-26 19:35:33","http://www.smurf.com/","California","I'm a firm believer in the fact that you can make babies faster if you add more women.  F. Brooks is, obviously, a little confused about the topic of ""multi-threading.""","155","117","4","","","43","633"
"829","102","2008-08-09 06:18:18","SkullDuggerT","2009-02-12 20:52:12","http://www.sharevis.com","San Luis Obispo, CA","A developer working from home in the Central Coast of California.","24","29","0","","","46","634"
"830","1255","2008-08-09 06:32:11","Markus Dulghier","2016-10-10 11:35:15","http://www.dulghier.com","Austria","<p>co-founder of triGo - Software nach Maß, based in Vienna, Austria.</p>

<p>Interested in stuff like domain driven design, SOLID principles, design patterns, agile development, tdd/bdd</p>
","216","65","5","","","34","635"
"831","2897","2008-08-09 06:37:00","jdiaz","2016-10-12 21:52:35","","Phoenix, AZ","","281","268","3","https://i.stack.imgur.com/DQsaO.jpg","","","636"
"832","18916","2008-08-09 06:51:40","Rob Cooper","2016-10-05 17:43:23","http://cantgrokwontgrok.blogspot.com","London, United Kingdom","<p>I R GUY
<br /><br />
Available on twitter @<b>robcthegeek</b></p>
","2704","452","385","","","32","637"
"833","11","2008-08-09 07:10:11","Sébastien D.","2009-12-17 08:42:54","","","","9","0","0","","","","638"
"834","4246","2008-08-09 07:29:24","cringe","2016-10-13 11:55:33","http://www.kopis.de","Germany","<p>Professional Java Developer &amp; Internet Addict</p>
","484","601","34","","","37","639"
"835","1672","2008-08-09 07:35:25","paul","2016-10-15 23:35:23","","Portland, OR","<p>Software engineer, working on embedded OS systems.</p>
","145","178","6","","","","640"
"836","374","2008-08-09 08:04:21","Zain","2015-06-20 21:40:38","http://twitter.com/zainy","California","Startup junkie, code machine, procrastinator extraordinaire.","76","11","0","","","29","641"
"837","680","2008-08-09 08:06:26","martinsb","2016-10-12 15:54:07","http://barinskis.me/","Ikskile, Latvia","<p>C++, Java, Spring Framework, BIRT, Wicket, GWT</p>
","101","10","4","","","34","642"
"838","6600","2008-08-09 08:08:30","dbkk","2016-10-09 17:06:19","","Thailand","","530","1142","88","","","35","643"
"840","1964","2008-08-09 08:37:29","HoboBen","2010-07-23 08:44:48","http://www.tophatstuff.co.uk/","Swansea, IL","eat, sleep, code!","97","549","29","","","25","644"
"841","1374","2008-08-09 09:37:17","Mike","2016-10-12 07:21:19","http://luminousmonkey.org/","Australia","<p>I like stuff.</p>
","121","171","3","","","39","645"
"842","39286","2008-08-09 10:29:44","epatel","2016-10-13 12:03:23","http://www.memention.com","Sweden","<p><i>""The ability to simplify means to eliminate the unnecessary so that the necessary may speak.""</i>
<br />
by Hans Hofmann
<br />
<br />
Old motto: <i>Do not confuse</i>
<br />
New motto: <i>Be effective and efficient</i>
<br />
<br />
<i>“Being effective is about doing the right things, while being efficient is about doing the things in the right manner.”</i></p>
","2612","2049","31","","","49","646"
"843","96","2008-08-09 11:11:52","Phil","2016-01-08 23:36:54","http://www.pcfworks.com","Sydney, Australia","<p>Started programming many aeons ago. Still love programming especially using Delphi. Have tried C#, ASP.NET, PHP but I keep going back to Delphi. Maybe, a Delphi junkie?</p>

<p>I am also getting deep into WordPress lately.</p>
","35","0","0","","","","647"
"844","92","2008-08-09 11:39:10","elephantum","2011-04-05 23:11:52","http://elephantum.ya.ru","","","61","14","0","","","","648"
"845","1307","2008-08-09 12:58:59","Barry","2015-12-08 18:37:36","http://bullseyeid.com","United States","Just some guy.","157","91","4","","","35","649"
"849","278","2008-08-09 14:55:36","Klelky","2011-12-30 12:33:27","http://stackoverflow.com/users/849/klelky","United Kingdom","I just filled this box in so I could get the Autobiographer badge","91","28","1","","","35","650"
"850","334","2008-08-09 15:08:16","Ekkmanz","2016-06-27 10:58:11","","Thailand","<p>Rails programmer. Former PHP programmer. Loves Scala.</p>
","60","41","0","","","31","651"
"852","19142","2008-08-09 15:15:30","Matt Price","2013-10-15 21:02:48","http://none... one of these days","United States","","514","80","4","","","36","652"
"853","4033","2008-08-09 15:18:51","Nikhil Chelliah","2016-10-13 20:34:37","","Urbana, IL","","661","1495","90","","","25","653"
